category,sub_category,brand,model,material,color,quality,flag,pop1,pop2,time_online,sold,price
2.0,26.0,669.0,,66.0,12.0,2.0,0,7,23,418,0,1216.2
0.0,41.0,47.0,,47.0,4.0,2.0,0,7,54,11,1,2148.14
4.0,4.0,541.0,,24.0,7.0,1.0,0,1,51,73,1,1232.94
2.0,52.0,466.0,,8.0,4.0,2.0,0,6,57,221,1,2005.14
2.0,43.0,188.0,,8.0,4.0,2.0,0,8,47,536,0,4579.14
1.0,17.0,666.0,205.0,24.0,3.0,2.0,0,12,232,1,1,8583.14
4.0,0.0,127.0,,55.0,8.0,2.0,0,5,23,12,1,2148.14
2.0,11.0,720.0,,9.0,13.0,2.0,0,5,16,18,1,1933.64
3.0,34.0,232.0,,48.0,22.0,1.0,0,5,27,0,1,718.14
2.0,45.0,465.0,,8.0,18.0,2.0,0,6,66,148,1,1190.35
2.0,21.0,705.0,,56.0,15.0,2.0,0,14,72,542,0,10013.14
4.0,20.0,890.0,,55.0,12.0,1.0,0,9,9,389,0,1862.14
4.0,53.0,2.0,,40.0,15.0,2.0,0,2,11,481,0,2444.96
2.0,45.0,56.0,,39.0,3.0,2.0,0,2,30,289,1,489.29
4.0,0.0,465.0,,24.0,3.0,1.0,0,17,204,147,1,2362.64
2.0,45.0,852.0,,47.0,6.0,1.0,0,8,142,109,1,572.28
2.0,52.0,943.0,,47.0,1.0,2.0,0,2,57,533,0,2362.64
2.0,45.0,488.0,,61.0,3.0,2.0,0,5,61,241,1,775.34
1.0,54.0,1028.0,,7.0,13.0,2.0,0,3,71,412,0,1290.14
2.0,52.0,341.0,,47.0,3.0,2.0,0,3,64,35,1,1458.05
1.0,17.0,644.0,,24.0,4.0,2.0,0,0,42,3,1,2148.14
4.0,20.0,862.0,,33.0,15.0,2.0,0,9,50,604,0,989.84
2.0,11.0,112.0,,56.0,4.0,2.0,1,48,359,378,1,6266.54
4.0,39.0,266.0,,32.0,4.0,1.0,0,2,63,0,1,2791.64
2.0,45.0,552.0,,66.0,21.0,2.0,0,7,37,346,1,1218.64
2.0,52.0,703.0,,8.0,18.0,1.0,0,8,64,627,0,2292.37
2.0,9.0,466.0,,66.0,15.0,2.0,1,8,90,8,1,2915.07
2.0,52.0,906.0,,39.0,4.0,2.0,0,2,53,1,1,725.82
3.0,38.0,654.0,,28.0,22.0,2.0,0,2,51,104,1,578.96
2.0,11.0,271.0,,8.0,8.0,2.0,0,5,39,696,0,1688.67
4.0,20.0,890.0,,33.0,1.0,2.0,0,1,38,30,1,1790.64
1.0,17.0,720.0,,24.0,6.0,0.0,0,11,91,387,0,2076.64
2.0,22.0,16.0,178.0,8.0,4.0,2.0,0,6,28,5,1,1164.3
2.0,21.0,715.0,,25.0,1.0,1.0,0,1,51,716,0,2148.14
4.0,53.0,130.0,,24.0,10.0,2.0,0,3,14,284,1,1576.14
4.0,0.0,950.0,,24.0,3.0,2.0,0,4,19,74,1,2863.14
2.0,26.0,541.0,,66.0,12.0,2.0,0,5,30,473,0,1004.14
2.0,9.0,685.0,,56.0,3.0,1.0,0,4,112,13,1,3578.14
4.0,39.0,907.0,,55.0,8.0,2.0,0,14,27,711,0,1218.64
2.0,21.0,16.0,,24.0,3.0,2.0,0,4,55,1,1,8511.64
2.0,26.0,16.0,,66.0,1.0,2.0,0,23,105,471,0,1004.14
4.0,53.0,439.0,,24.0,12.0,1.0,0,6,57,389,0,861.14
2.0,26.0,466.0,,66.0,12.0,1.0,0,10,83,271,1,1719.14
2.0,45.0,466.0,,61.0,15.0,2.0,0,3,23,375,0,432.14
2.0,9.0,47.0,,8.0,24.0,2.0,0,3,34,90,1,10013.14
2.0,26.0,683.0,,66.0,6.0,1.0,0,4,24,461,0,1004.14
1.0,17.0,1000.0,,55.0,6.0,2.0,0,11,105,626,0,1862.14
2.0,45.0,465.0,,47.0,7.0,1.0,0,12,74,637,0,1004.14
4.0,0.0,466.0,,24.0,8.0,2.0,0,1,20,2,1,2577.14
2.0,11.0,465.0,,47.0,3.0,2.0,1,27,251,10,1,3411.15
0.0,5.0,685.0,,24.0,25.0,0.0,0,0,11,17,1,575.14
2.0,50.0,852.0,,8.0,3.0,1.0,0,2,99,6,1,861.14
4.0,53.0,465.0,38.0,55.0,3.0,1.0,0,11,99,15,1,2577.14
2.0,26.0,16.0,,66.0,12.0,2.0,0,13,83,10,1,2720.14
2.0,52.0,428.0,,8.0,24.0,1.0,0,10,38,37,1,862.36
2.0,52.0,229.0,,8.0,24.0,2.0,1,17,123,117,1,2575.3
2.0,56.0,466.0,,8.0,15.0,2.0,0,0,13,58,1,1089.94
2.0,52.0,666.0,,39.0,4.0,2.0,0,4,42,135,1,931.63
4.0,53.0,465.0,27.0,55.0,19.0,1.0,0,5,61,523,0,1433.14
1.0,17.0,863.0,,24.0,3.0,0.0,0,7,47,419,1,1218.64
2.0,11.0,685.0,,47.0,18.0,2.0,0,1,33,676,0,1576.14
4.0,20.0,99.0,,55.0,1.0,2.0,0,13,73,14,1,4707.84
2.0,56.0,289.0,,66.0,6.0,2.0,1,7,123,14,1,1441.69
2.0,52.0,942.0,,47.0,21.0,2.0,0,8,56,140,1,1719.14
1.0,17.0,879.0,,24.0,6.0,2.0,0,1,31,3,1,1004.14
1.0,17.0,644.0,194.0,24.0,6.0,2.0,0,5,27,596,0,2875.59
2.0,9.0,842.0,,39.0,19.0,2.0,0,17,133,627,1,3964.24
2.0,26.0,1082.0,,8.0,3.0,1.0,0,2,80,367,0,2848.84
4.0,4.0,1008.0,,24.0,6.0,2.0,0,11,71,423,0,1271.28
2.0,45.0,331.0,,39.0,16.0,2.0,0,5,19,473,0,2002.92
4.0,39.0,905.0,,24.0,3.0,2.0,0,6,26,613,0,1933.64
4.0,14.0,465.0,,55.0,3.0,2.0,0,8,63,13,1,3006.14
2.0,52.0,644.0,,47.0,15.0,2.0,0,4,18,418,0,718.14
3.0,7.0,389.0,,67.0,10.0,2.0,0,4,65,39,1,4098.74
2.0,9.0,644.0,,66.0,18.0,2.0,0,11,123,235,1,2319.74
2.0,11.0,931.0,,8.0,15.0,2.0,0,7,65,723,0,2148.14
2.0,52.0,1008.0,,8.0,24.0,2.0,0,0,8,538,0,1361.64
4.0,20.0,950.0,,40.0,7.0,2.0,0,1,33,559,0,2577.14
2.0,21.0,214.0,,39.0,11.0,1.0,0,20,87,693,0,1512.79
4.0,53.0,465.0,38.0,55.0,3.0,2.0,0,19,158,332,1,3578.14
1.0,17.0,94.0,,56.0,8.0,1.0,0,4,39,83,1,1054.43
4.0,4.0,465.0,,55.0,3.0,2.0,0,2,42,13,1,2577.14
2.0,26.0,889.0,,61.0,18.0,1.0,0,2,9,28,1,962.66
4.0,39.0,465.0,,24.0,3.0,2.0,0,15,61,618,0,2433.65
4.0,28.0,47.0,,24.0,3.0,2.0,0,9,98,150,1,2996.8
2.0,26.0,190.0,,8.0,3.0,2.0,0,6,56,6,1,1576.14
2.0,45.0,466.0,,47.0,4.0,2.0,0,3,19,5,1,1290.14
2.0,11.0,428.0,,56.0,3.0,1.0,0,3,17,555,0,2271.27
0.0,40.0,465.0,,3.0,4.0,2.0,0,3,95,9,1,1733.44
2.0,42.0,1020.0,,8.0,13.0,2.0,0,6,20,480,0,1168.63
4.0,28.0,523.0,,24.0,3.0,2.0,0,8,81,345,1,2863.14
4.0,39.0,77.0,,24.0,3.0,2.0,0,7,73,302,1,3377.94
2.0,11.0,685.0,,66.0,19.0,2.0,0,4,47,3,1,1418.84
2.0,29.0,1059.0,,12.0,4.0,2.0,0,11,104,123,1,1418.84
4.0,39.0,741.0,,24.0,3.0,2.0,0,9,56,717,0,5293.05
2.0,22.0,291.0,,8.0,4.0,2.0,0,1,33,34,1,1933.64
4.0,0.0,715.0,,24.0,3.0,2.0,0,4,51,60,1,289.14
4.0,20.0,950.0,,55.0,12.0,2.0,0,2,6,525,0,2148.14
0.0,40.0,47.0,,56.0,3.0,2.0,0,8,26,5,1,2577.14
4.0,28.0,943.0,,39.0,22.0,2.0,0,6,57,9,1,4650.64
3.0,7.0,959.0,,11.0,10.0,2.0,0,8,72,133,1,546.54
4.0,20.0,371.0,,24.0,18.0,1.0,0,2,28,575,0,1075.64
2.0,52.0,190.0,,8.0,1.0,2.0,0,1,49,642,0,718.14
2.0,11.0,842.0,,47.0,18.0,2.0,0,3,21,19,1,2762.03
2.0,52.0,16.0,,8.0,3.0,2.0,0,21,112,34,1,818.24
2.0,26.0,840.0,,66.0,12.0,1.0,0,4,21,510,0,1004.14
2.0,26.0,187.0,,66.0,12.0,2.0,0,0,15,4,1,618.04
2.0,11.0,49.0,,56.0,3.0,2.0,0,9,47,171,1,2362.64
2.0,25.0,943.0,,47.0,4.0,1.0,0,11,112,18,1,3063.34
4.0,20.0,950.0,,55.0,4.0,1.0,0,1,12,689,0,1218.64
0.0,44.0,973.0,,39.0,11.0,2.0,0,2,19,263,1,360.64
2.0,11.0,939.0,,39.0,17.0,2.0,0,9,129,63,1,1601.59
2.0,56.0,633.0,,24.0,3.0,2.0,0,5,52,21,1,689.54
4.0,20.0,271.0,,33.0,4.0,1.0,0,2,15,1,1,1122.93
2.0,11.0,685.0,,9.0,13.0,2.0,0,3,24,125,1,932.64
2.0,56.0,446.0,,8.0,1.0,2.0,0,2,16,655,0,575.14
2.0,30.0,666.0,,8.0,11.0,2.0,0,8,49,54,1,718.14
2.0,45.0,488.0,,66.0,3.0,1.0,0,2,39,269,1,1075.64
2.0,11.0,1052.0,,32.0,1.0,2.0,0,5,46,101,1,2683.99
4.0,53.0,507.0,,55.0,12.0,2.0,0,1,7,543,0,1404.54
2.0,52.0,77.0,,47.0,15.0,1.0,0,4,53,7,1,1862.14
2.0,9.0,262.0,,66.0,3.0,1.0,0,0,25,155,1,517.94
2.0,21.0,271.0,,66.0,3.0,2.0,0,6,27,682,0,1686.92
2.0,21.0,229.0,,39.0,3.0,2.0,0,6,46,45,1,2648.64
0.0,5.0,418.0,,24.0,4.0,1.0,0,21,45,343,1,1104.24
2.0,11.0,530.0,,39.0,3.0,2.0,0,8,44,672,0,1353.63
1.0,17.0,1015.0,,66.0,18.0,2.0,0,18,104,596,0,1137.38
1.0,17.0,1031.0,44.0,12.0,4.0,1.0,0,1,48,1,1,1218.64
2.0,9.0,685.0,,66.0,19.0,2.0,0,13,82,7,1,3006.14
2.0,45.0,623.0,,47.0,18.0,2.0,0,1,28,124,1,2148.14
2.0,22.0,318.0,,8.0,16.0,2.0,0,5,49,39,1,3649.64
2.0,11.0,428.0,,8.0,24.0,2.0,0,7,69,364,0,2562.74
2.0,45.0,931.0,,8.0,15.0,2.0,0,0,24,5,1,789.64
2.0,21.0,291.0,,66.0,3.0,2.0,0,10,88,282,1,6023.44
2.0,11.0,1084.0,,47.0,3.0,2.0,0,2,17,1,1,1433.14
4.0,14.0,127.0,,24.0,1.0,1.0,0,3,42,141,1,647.72
2.0,52.0,466.0,,8.0,21.0,2.0,0,15,114,89,1,1576.14
2.0,21.0,842.0,,61.0,19.0,2.0,0,5,48,144,1,1576.14
0.0,37.0,106.0,,24.0,4.0,2.0,0,8,76,239,1,494.44
2.0,22.0,16.0,,8.0,3.0,2.0,0,1,11,367,0,1218.64
2.0,21.0,666.0,,25.0,15.0,2.0,0,4,29,6,1,1650.74
2.0,11.0,842.0,,61.0,17.0,2.0,0,13,69,681,0,2505.64
2.0,11.0,906.0,,61.0,3.0,2.0,1,26,310,5,1,2863.14
2.0,56.0,685.0,,66.0,6.0,2.0,0,4,23,4,1,1075.64
4.0,39.0,950.0,,24.0,3.0,2.0,0,4,17,664,0,1833.54
4.0,39.0,931.0,,33.0,3.0,2.0,0,3,34,2,1,718.14
1.0,1.0,796.0,,24.0,3.0,2.0,0,13,143,6,1,4436.14
2.0,29.0,2.0,,24.0,3.0,0.0,0,6,58,366,0,1611.82
4.0,0.0,465.0,,24.0,3.0,2.0,0,20,84,408,0,5008.14
2.0,21.0,931.0,,8.0,3.0,2.0,0,2,20,670,0,1576.14
2.0,11.0,530.0,,9.0,18.0,1.0,0,6,55,252,1,1007.2
4.0,0.0,284.0,,55.0,21.0,1.0,0,24,162,237,1,3578.14
4.0,53.0,230.0,,55.0,12.0,2.0,0,0,42,4,1,2431.4
4.0,6.0,465.0,,24.0,0.0,2.0,0,18,215,97,1,1844.24
2.0,9.0,784.0,,8.0,24.0,0.0,0,6,84,42,1,1504.64
2.0,9.0,283.0,,3.0,3.0,2.0,0,5,50,13,1,5580.14
3.0,38.0,890.0,,65.0,10.0,2.0,0,2,52,11,1,718.14
4.0,14.0,1000.0,,24.0,1.0,2.0,0,2,46,55,1,2119.54
4.0,6.0,428.0,,24.0,1.0,1.0,0,2,43,446,0,2505.64
2.0,11.0,465.0,,8.0,9.0,1.0,0,10,34,3,1,1719.14
1.0,17.0,640.0,,24.0,3.0,2.0,0,14,201,14,1,4164.44
2.0,11.0,190.0,,56.0,11.0,2.0,0,2,15,685,0,3435.14
2.0,43.0,54.0,,56.0,24.0,2.0,0,21,78,577,0,4150.14
1.0,17.0,931.0,,56.0,0.0,2.0,0,1,25,25,1,718.14
2.0,9.0,126.0,,66.0,1.0,2.0,0,22,118,325,1,1075.64
3.0,12.0,959.0,,11.0,22.0,2.0,0,7,38,383,1,546.54
2.0,56.0,784.0,,8.0,4.0,2.0,0,2,20,18,1,718.14
2.0,11.0,817.0,,47.0,11.0,2.0,0,8,68,490,0,1847.84
2.0,21.0,291.0,,24.0,3.0,2.0,0,7,49,400,0,5365.64
2.0,21.0,428.0,,66.0,3.0,2.0,0,5,33,627,0,2608.77
4.0,0.0,1000.0,,24.0,6.0,1.0,0,0,39,26,1,1290.14
0.0,48.0,280.0,,32.0,3.0,2.0,0,4,53,719,0,3435.14
1.0,17.0,512.0,,24.0,6.0,2.0,0,2,36,725,0,1147.14
2.0,52.0,126.0,,61.0,4.0,2.0,0,0,4,608,0,632.34
4.0,14.0,47.0,,24.0,3.0,2.0,0,2,28,115,1,1790.64
4.0,39.0,127.0,,24.0,3.0,1.0,0,7,54,677,0,1290.14
4.0,0.0,465.0,66.0,55.0,18.0,1.0,0,6,72,1,1,2720.14
0.0,18.0,634.0,,66.0,3.0,2.0,0,3,52,7,1,3578.14
2.0,26.0,787.0,,66.0,15.0,2.0,0,4,36,515,0,1004.14
4.0,6.0,465.0,,55.0,1.0,2.0,0,11,148,10,1,3992.84
0.0,58.0,963.0,144.0,53.0,3.0,1.0,0,5,105,1,1,21453.14
4.0,20.0,950.0,,33.0,21.0,2.0,0,10,88,487,0,1361.64
4.0,0.0,685.0,,33.0,3.0,2.0,0,14,123,288,1,2148.14
2.0,30.0,557.0,,23.0,3.0,2.0,0,5,31,1,1,1290.14
2.0,26.0,541.0,,8.0,24.0,1.0,0,12,66,8,1,2000.17
0.0,5.0,187.0,,24.0,15.0,2.0,0,1,18,20,1,1061.34
4.0,14.0,204.0,,55.0,1.0,1.0,0,9,33,535,0,3578.14
2.0,45.0,465.0,,8.0,24.0,2.0,0,11,95,108,1,1206.89
1.0,17.0,471.0,,39.0,19.0,2.0,0,5,88,9,1,3578.14
4.0,0.0,475.0,,55.0,16.0,1.0,1,25,177,18,1,5565.84
4.0,4.0,802.0,,33.0,24.0,2.0,0,2,21,698,0,2434.14
3.0,12.0,530.0,,28.0,18.0,2.0,0,24,60,392,1,757.29
0.0,57.0,905.0,,24.0,3.0,2.0,0,3,51,3,1,1075.64
2.0,21.0,685.0,,66.0,6.0,2.0,0,6,34,486,0,861.14
0.0,5.0,291.0,,24.0,6.0,1.0,0,1,17,501,0,718.14
2.0,9.0,961.0,,55.0,3.0,2.0,0,5,53,609,0,17163.14
0.0,48.0,1059.0,,37.0,6.0,2.0,0,11,50,191,1,1004.14
2.0,11.0,47.0,,66.0,3.0,2.0,0,0,14,3,1,1933.77
2.0,21.0,465.0,,17.0,9.0,2.0,0,4,75,34,1,1945.09
2.0,11.0,466.0,,8.0,7.0,0.0,0,2,56,75,1,765.97
4.0,53.0,666.0,,24.0,18.0,2.0,0,1,22,13,1,2577.14
4.0,53.0,291.0,,24.0,3.0,2.0,0,9,83,517,0,2577.14
2.0,52.0,685.0,,8.0,1.0,2.0,0,1,55,648,0,932.64
2.0,26.0,863.0,,61.0,15.0,2.0,0,3,32,73,1,2362.64
2.0,11.0,863.0,,47.0,20.0,2.0,0,6,37,9,1,2505.64
2.0,56.0,620.0,,66.0,6.0,2.0,0,0,7,494,0,1719.14
4.0,28.0,943.0,,39.0,1.0,2.0,0,16,255,582,0,4293.14
4.0,39.0,907.0,,55.0,7.0,1.0,0,5,53,710,0,1261.54
2.0,22.0,291.0,,8.0,4.0,1.0,0,2,36,398,0,1361.64
0.0,41.0,784.0,,66.0,15.0,2.0,0,1,25,4,1,728.7
3.0,7.0,465.0,,53.0,14.0,2.0,0,6,18,14,1,546.54
2.0,52.0,872.0,,66.0,20.0,2.0,0,16,65,456,0,3420.84
1.0,17.0,720.0,,24.0,6.0,1.0,0,14,145,17,1,3983.54
2.0,52.0,291.0,,8.0,7.0,1.0,0,1,16,194,1,618.04
2.0,11.0,271.0,,39.0,18.0,1.0,0,3,31,13,1,932.64
2.0,26.0,471.0,,56.0,15.0,2.0,0,6,133,39,1,2076.64
4.0,53.0,1013.0,,24.0,24.0,1.0,0,13,45,399,0,432.14
2.0,11.0,271.0,,47.0,4.0,2.0,0,4,30,3,1,1418.84
2.0,45.0,784.0,,56.0,14.0,2.0,0,2,17,597,0,2427.28
2.0,11.0,177.0,,39.0,24.0,2.0,0,7,74,47,1,1147.14
4.0,14.0,465.0,,24.0,3.0,1.0,0,8,102,5,1,1261.54
2.0,22.0,507.0,,8.0,3.0,2.0,0,6,42,662,0,1118.92
2.0,52.0,530.0,,8.0,20.0,2.0,0,7,24,434,1,503.64
4.0,28.0,1000.0,,55.0,6.0,2.0,0,2,136,333,1,1461.74
1.0,17.0,1082.0,,24.0,3.0,2.0,0,10,117,410,0,4432.56
2.0,11.0,187.0,,8.0,16.0,2.0,0,5,47,467,0,2863.14
2.0,11.0,190.0,,56.0,4.0,2.0,0,6,34,364,1,1361.64
2.0,45.0,943.0,,25.0,22.0,2.0,0,3,13,575,0,2434.14
2.0,11.0,705.0,,8.0,23.0,0.0,0,3,71,652,0,1232.94
4.0,39.0,968.0,,55.0,3.0,2.0,0,10,34,605,0,3219.33
2.0,52.0,466.0,,8.0,21.0,2.0,0,1,21,1,1,1647.64
2.0,52.0,465.0,,8.0,15.0,2.0,0,11,51,630,0,2720.14
2.0,11.0,906.0,,8.0,3.0,2.0,0,4,80,2,1,2863.14
4.0,53.0,63.0,,24.0,24.0,2.0,0,2,37,6,1,1433.14
4.0,53.0,439.0,,55.0,6.0,2.0,0,5,87,38,1,789.64
2.0,42.0,229.0,,8.0,3.0,2.0,0,2,47,9,1,718.14
4.0,4.0,890.0,,24.0,22.0,2.0,0,6,57,49,1,1862.14
2.0,52.0,466.0,,8.0,12.0,2.0,0,4,31,644,0,789.64
1.0,46.0,712.0,,24.0,3.0,2.0,0,1,57,1,1,603.74
4.0,20.0,890.0,,24.0,3.0,2.0,0,2,14,379,0,1647.64
2.0,26.0,666.0,,66.0,0.0,2.0,0,15,83,502,0,2391.24
2.0,21.0,320.0,,8.0,24.0,2.0,0,5,31,667,0,1433.14
2.0,27.0,784.0,,8.0,4.0,2.0,0,7,36,489,0,861.14
2.0,56.0,1082.0,,66.0,3.0,2.0,0,10,111,254,1,646.64
4.0,0.0,465.0,,24.0,21.0,2.0,1,27,133,18,1,4579.14
4.0,20.0,741.0,,60.0,3.0,2.0,0,7,56,406,0,2505.64
2.0,11.0,47.0,,8.0,8.0,2.0,0,5,46,32,1,1719.14
2.0,21.0,289.0,,60.0,15.0,2.0,0,8,57,1,1,5437.14
2.0,9.0,156.0,,66.0,3.0,2.0,0,10,95,44,1,3220.64
1.0,17.0,943.0,81.0,39.0,1.0,2.0,0,24,216,24,1,4150.14
2.0,56.0,16.0,,66.0,20.0,2.0,0,9,74,463,1,808.96
2.0,45.0,931.0,,8.0,25.0,2.0,0,2,22,7,1,1075.64
4.0,0.0,371.0,,24.0,6.0,1.0,0,3,11,411,0,789.64
4.0,28.0,433.0,,24.0,6.0,2.0,0,0,34,3,1,2648.64
4.0,39.0,291.0,,33.0,15.0,1.0,0,14,96,672,1,360.64
3.0,7.0,187.0,,28.0,22.0,2.0,0,8,53,192,1,530.76
2.0,11.0,666.0,,66.0,8.0,2.0,0,8,85,224,1,1940.04
2.0,11.0,620.0,,56.0,15.0,2.0,0,1,23,151,1,1504.64
2.0,45.0,466.0,,66.0,12.0,2.0,0,6,52,19,1,846.65
3.0,38.0,959.0,,11.0,22.0,2.0,0,3,38,286,1,532.24
2.0,9.0,690.0,,43.0,18.0,1.0,0,3,72,21,1,2577.14
2.0,26.0,466.0,,66.0,20.0,2.0,0,3,13,32,1,1647.64
2.0,45.0,715.0,,66.0,12.0,2.0,0,3,18,37,1,1004.14
4.0,39.0,907.0,,42.0,15.0,1.0,0,5,17,369,0,2505.64
2.0,11.0,488.0,,47.0,7.0,2.0,0,10,83,677,0,4850.84
2.0,9.0,465.0,,66.0,1.0,2.0,0,3,61,1,1,4370.54
0.0,40.0,863.0,,47.0,22.0,2.0,0,3,15,8,1,503.64
4.0,20.0,878.0,,33.0,3.0,1.0,0,0,13,28,1,1290.14
1.0,17.0,890.0,,24.0,4.0,2.0,0,29,176,510,0,7752.5
0.0,40.0,784.0,,66.0,18.0,2.0,0,3,14,486,0,1147.14
1.0,17.0,156.0,,24.0,3.0,2.0,0,5,38,423,0,3149.14
2.0,21.0,1008.0,,66.0,11.0,2.0,0,10,38,109,1,2748.74
1.0,1.0,943.0,83.0,39.0,20.0,2.0,0,7,112,33,1,3012.61
4.0,20.0,465.0,,24.0,24.0,2.0,0,12,73,375,0,2434.14
1.0,3.0,1059.0,,24.0,3.0,2.0,0,33,262,85,1,4579.14
4.0,39.0,760.0,,55.0,19.0,2.0,0,6,61,144,1,879.44
2.0,52.0,341.0,,47.0,15.0,2.0,0,1,43,459,1,1290.14
4.0,53.0,179.0,,33.0,3.0,1.0,0,4,74,149,1,314.98
2.0,52.0,465.0,,25.0,7.0,1.0,0,5,57,55,1,789.64
4.0,4.0,831.0,,55.0,8.0,1.0,0,0,34,301,1,286.32
2.0,50.0,796.0,,8.0,24.0,1.0,0,11,72,33,1,1504.64
2.0,21.0,291.0,,8.0,9.0,2.0,0,4,19,154,1,689.54
4.0,20.0,196.0,,42.0,19.0,1.0,0,3,28,107,1,718.14
2.0,29.0,666.0,,47.0,18.0,2.0,0,7,100,435,1,2076.64
2.0,11.0,577.0,,47.0,1.0,2.0,0,10,104,8,1,2148.14
2.0,11.0,787.0,,8.0,1.0,2.0,0,1,22,1,1,1933.64
2.0,11.0,889.0,,8.0,15.0,2.0,0,2,38,665,0,4968.25
3.0,7.0,405.0,,67.0,25.0,2.0,0,4,84,1,1,3864.14
2.0,52.0,1046.0,,61.0,20.0,2.0,1,51,238,193,1,4694.26
0.0,48.0,981.0,,32.0,3.0,1.0,1,15,168,18,1,2927.54
2.0,11.0,872.0,,9.0,15.0,2.0,0,4,83,13,1,4408.91
4.0,0.0,633.0,,24.0,8.0,2.0,0,13,51,6,1,3194.29
1.0,3.0,633.0,,60.0,4.0,2.0,0,12,185,504,0,3578.14
2.0,26.0,685.0,,39.0,3.0,2.0,0,6,26,365,0,2240.89
2.0,56.0,705.0,,8.0,15.0,2.0,0,13,91,6,1,1862.14
2.0,22.0,683.0,,8.0,24.0,1.0,0,2,16,579,0,875.44
2.0,47.0,784.0,,66.0,4.0,2.0,0,6,81,462,0,5819.7
4.0,14.0,1000.0,,24.0,3.0,2.0,0,4,54,33,1,2577.14
2.0,45.0,465.0,,8.0,9.0,2.0,0,11,61,77,1,2148.14
2.0,11.0,905.0,,56.0,3.0,2.0,0,1,8,643,0,1418.84
0.0,40.0,720.0,,61.0,18.0,2.0,0,1,59,72,1,1211.96
2.0,45.0,984.0,,9.0,3.0,2.0,0,4,15,524,0,789.64
2.0,22.0,318.0,,8.0,4.0,2.0,1,36,216,306,1,2577.14
4.0,20.0,204.0,,55.0,1.0,2.0,0,16,65,515,0,1647.64
2.0,11.0,685.0,,56.0,3.0,2.0,0,9,75,601,0,5723.14
4.0,53.0,439.0,,55.0,18.0,1.0,0,18,115,301,1,1433.14
2.0,11.0,47.0,,61.0,20.0,2.0,0,5,51,675,0,7285.23
2.0,30.0,557.0,,38.0,15.0,2.0,0,1,34,427,1,503.64
1.0,8.0,229.0,,37.0,14.0,2.0,0,2,38,1,1,1299.16
2.0,11.0,190.0,,39.0,15.0,2.0,0,17,150,59,1,1433.14
4.0,20.0,890.0,,33.0,4.0,1.0,0,16,86,398,0,1790.64
4.0,53.0,439.0,,24.0,12.0,1.0,0,4,146,646,1,646.64
2.0,26.0,466.0,,32.0,3.0,1.0,0,2,41,121,1,646.64
1.0,17.0,943.0,81.0,56.0,22.0,2.0,0,4,44,3,1,5222.64
2.0,52.0,766.0,,8.0,4.0,2.0,0,6,47,550,0,1433.14
2.0,52.0,512.0,,47.0,3.0,2.0,0,7,27,610,0,1780.78
4.0,6.0,905.0,,24.0,8.0,2.0,0,6,92,45,1,989.84
2.0,21.0,279.0,,61.0,3.0,1.0,0,3,58,488,0,1719.14
3.0,38.0,325.0,,67.0,10.0,1.0,0,17,186,31,1,1004.14
1.0,17.0,530.0,,24.0,3.0,2.0,0,7,62,10,1,2148.14
2.0,45.0,1068.0,,56.0,21.0,2.0,0,20,89,505,0,7868.14
2.0,21.0,407.0,,24.0,1.0,2.0,0,5,20,383,0,8691.62
2.0,22.0,291.0,,8.0,4.0,2.0,0,2,37,12,1,1075.64
4.0,20.0,666.0,,33.0,15.0,2.0,0,10,63,609,0,2148.14
2.0,29.0,520.0,,24.0,24.0,1.0,0,1,13,9,1,1862.14
2.0,52.0,673.0,,47.0,15.0,2.0,0,10,62,306,1,1762.04
2.0,9.0,1053.0,,66.0,12.0,2.0,0,20,104,407,0,2094.29
2.0,11.0,842.0,,61.0,17.0,2.0,0,13,69,681,0,2505.64
4.0,39.0,52.0,,55.0,23.0,2.0,0,12,63,605,0,3808.14
2.0,56.0,705.0,,61.0,15.0,2.0,0,3,47,10,1,1862.14
2.0,11.0,229.0,,66.0,16.0,2.0,0,7,95,398,0,5700.35
4.0,0.0,1045.0,,55.0,7.0,2.0,0,9,36,703,0,1147.14
2.0,52.0,863.0,,47.0,3.0,2.0,0,6,67,57,1,958.94
2.0,11.0,488.0,,61.0,20.0,2.0,0,2,25,199,1,718.14
2.0,52.0,633.0,,8.0,6.0,1.0,0,3,84,669,0,718.14
0.0,40.0,685.0,,66.0,23.0,2.0,0,1,18,2,1,1290.14
0.0,5.0,943.0,,47.0,3.0,2.0,0,2,20,407,0,1433.14
2.0,42.0,737.0,,8.0,18.0,2.0,0,0,11,4,1,1004.14
1.0,17.0,720.0,,24.0,3.0,0.0,0,16,216,243,1,4381.53
4.0,53.0,895.0,,24.0,24.0,2.0,0,15,69,534,1,1947.94
4.0,20.0,784.0,,24.0,7.0,1.0,0,8,45,661,0,703.84
1.0,8.0,94.0,,7.0,18.0,2.0,0,2,47,24,1,1132.84
2.0,11.0,465.0,,47.0,4.0,2.0,0,0,26,0,1,1318.74
2.0,29.0,407.0,,24.0,16.0,2.0,0,4,37,516,0,1147.14
2.0,11.0,685.0,,56.0,11.0,2.0,0,6,34,20,1,1058.76
2.0,27.0,1046.0,,8.0,3.0,2.0,0,21,185,46,1,7412.47
2.0,11.0,283.0,,61.0,3.0,2.0,0,8,95,613,0,2562.84
1.0,17.0,633.0,,24.0,18.0,2.0,1,6,72,19,1,3721.14
2.0,56.0,1045.0,,8.0,3.0,1.0,0,5,38,600,0,932.64
